skill_id,title,summary,version,status,keywords,solves,description,authors,license,created,updated,categories,domain,use_cases,inputs,outputs,tools,datasets,mcp_servers,related_skills,related_source_ids,related_tool_ids,related_use_case_ids,related_skill_ids,related_evaluation_ids,works_with,references,canonical_url,language,alternate_languages,skill_url,markdown_path
scf-skill-e055e21a-dbd4-4bff-b584-0f19e8fd5782,skills,Public repository for Agent Skills,1,stable,agent-skills,Public repository for Agent Skills,"Note: This repository contains Anthropic's implementation of skills for Claude. For information about the Agent Skills standard, see agentskills.io.",anthropics,CC-BY-4.0,2026-06-09,2026-06-09,agent-skills,Python,,,,anthropics/skills,,,,,,,,,,https://github.com/anthropics/skills,https://github.com/anthropics/skills,en,,http://localhost:3003/skill/scf-skill-e055e21a-dbd4-4bff-b584-0f19e8fd5782,skills/scf-skill-e055e21a-dbd4-4bff-b584-0f19e8fd5782.md
